,gameNumber,price,topprize,overallodds,topprizeavail,startDate,endDate,lastdatetoclaim,gameURL,dateexported,extrachances,secondChance,topprizeodds,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,Photo,topprizestarting,topprizeremain,topprizeodds_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Probability of Winning Profit Prize,Change in Probability of Any Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Profit Prizes Remaining,Percent of Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
38,479,10.0,100000.0,3.15,Available,2026-01-26,,,https://www.kslottery.com/InstantGame/?gameid=479,2026-01-30,,,0,100X,249094,249094,https://www.kslottery.com/TicketArt/Front/KS%20100XF_479.jpg,4,4,196161.525,784646.1,784646.1,535552.1,535552.1,196161.525,0,3.15,0,10.17,10.167102040816326,0.0,0.31746031746031744,0.09835644375215782,0,0,0.04627339471659899,0.0301504346617429,238579.81162410107,76494.46935585787,6.0,0.29,0,0,0,1.0,0,0,,,,2026-01-30,4,32.5,30.333333333333332,24.5,27.0,26.166666666666668,28.1,37.0,10.0,/kansas-statistics-for-each-scratcher-game
39,347,20.0,150000.0,2.34,Available,2024-06-18,,,https://www.kslottery.com/InstantGame/?gameid=347,2026-01-30,,,0,Extreme Crossword,102202,102202,https://www.kslottery.com/TicketArt/Front/Extreme%20CrosswordF_347.jpg,1,1,239152.68,239152.68,239152.68,136950.68,136950.68,239152.68,0,2.34,0,5.69,5.690994931347119,0.0,0.4273504273504274,0.1757161993752276,0,0,0.06795823699941658,0.03998972669188136,94011.1865439133,41155.42195999651,5.0,0.2,0,0,0,1.0,0,0,,,,2026-01-30,591,27.0,27.333333333333332,16.0,27.0,23.333333333333332,24.133333333333333,9.0,2.0,/kansas-statistics-for-each-scratcher-game
40,424,20.0,150000.0,3.09,Available,2025-11-14,,,https://www.kslottery.com/InstantGame/?gameid=424,2026-01-30,,,0,Cash Blast,65283,65283,https://www.kslottery.com/TicketArt/Front/KS%20Cash%20BlastF_424.jpg,2,2,100862.235,201724.47,201724.47,136441.47,136441.47,100862.235,0,3.09,0,6.87,6.871426576285042,0.0,0.32362459546925565,0.14553018778534899,0,0,0.04030009832934473,0.039361319270461624,62824.89378909592,28861.02954075854,5.0,0.26,0,0,0,1.0,0,0,,,,2026-01-30,77,22.666666666666668,24.333333333333332,21.0,27.0,25.0,24.0,8.0,1.0,/kansas-statistics-for-each-scratcher-game
41,439,20.0,200000.0,3.2,Available,2025-01-26,,,https://www.kslottery.com/InstantGame/?gameid=439,2026-01-30,,,0,Scorching Hot 7S,109028,109028,https://www.kslottery.com/TicketArt/Front/ScorchingHot7sF_439.jpg,3,3,116296.53333333334,348889.60000000003,348889.60000000003,239861.60000000003,239861.60000000003,116296.53333333334,0,3.2,0,6.78,6.781007171872267,0.0,0.31249999999999994,0.14747071853101953,0,0,0.05555895707166311,0.028263961875749664,103630.26014851563,50815.58564096159,8.0,0.41,0,0,0,1.0,0,0,,,,2026-01-30,369,28.0,28.666666666666668,36.0,27.0,30.0,29.933333333333337,45.0,6.0,/kansas-statistics-for-each-scratcher-game
42,443,20.0,500.0,9.16,Available,2025-03-17,,,https://www.kslottery.com/InstantGame/?gameid=443,2026-01-30,,,0,"$100, $200 Or $500!",1522,1522,https://www.kslottery.com/TicketArt/Front/KS%20100%20200%20or%20500F_443.jpg,58,58,240.37103448275863,13941.52,13941.52,12419.52,12419.52,240.37103448275863,0,9.16,0,9.16,9.16,0.0,0.10917030567685589,0.10917030567685589,0,0,0.042347665893229684,0.042347665893229684,1501.1796546525309,1501.1796546525309,15.0,0.62,0,0,0,1.0,0,0,,,,2026-01-30,319,18.333333333333332,18.333333333333332,40.0,27.0,31.333333333333332,27.0,28.5,4.0,/kansas-statistics-for-each-scratcher-game
43,451,20.0,125000.0,3.36,Available,2025-05-19,,,https://www.kslottery.com/InstantGame/?gameid=451,2026-01-30,,,0,Tiger And Dragon Tripler,32133,32133,https://www.kslottery.com/TicketArt/Front/TigerandDragonTriplerF_451.jpg,1,1,107966.87999999999,107966.87999999999,107966.87999999999,75833.87999999999,75833.87999999999,107966.87999999999,0,3.36,0,6.11,6.108451485148514,0.0,0.29761904761904767,0.1637076110748037,0,0,0.045088440333274415,0.027938204100464246,30889.466201986634,17435.762336580272,7.0,0.39,0,0,0,1.0,0,0,,,,2026-01-30,256,19.666666666666668,20.0,34.5,27.0,29.5,26.133333333333336,20.5,3.0,/kansas-statistics-for-each-scratcher-game
44,469,20.0,100000.0,3.26,Available,2025-08-15,,,https://www.kslottery.com/InstantGame/?gameid=469,2026-01-30,,,0,Merry Money Multiplier Bonus,35470,35470,https://www.kslottery.com/TicketArt/Front/Merry%20Money%20Multiplier%20BonusF_469.jpg,2,2,57816.1,115632.2,115632.2,80162.2,80162.2,57816.1,0,3.26,0,5.81,5.812415803759928,0.0,0.3067484662576687,0.1720455028962521,0,0,0.04627799326735341,0.030105226293565813,34021.13803944438,19589.60869896646,7.0,0.42,0,0,0,1.0,0,0,,,,2026-01-30,168,20.333333333333332,21.0,37.0,27.0,30.333333333333332,27.133333333333333,31.5,5.0,/kansas-statistics-for-each-scratcher-game
45,480,20.0,200000.0,3.2,Available,2026-01-26,,,https://www.kslottery.com/InstantGame/?gameid=480,2026-01-30,,,0,200X,176593,176593,https://www.kslottery.com/TicketArt/Front/KS%20200XF_480.jpg,4,4,141274.4,565097.6,565097.6,388504.6,388504.6,141274.4,0,3.2,0,6.73,6.730236768138726,0.0,0.3125,0.1485831827988652,0,0,0.05527550516791084,0.028448959256148477,167892.66986787255,82912.57643640644,8.0,0.4,0,0,0,1.0,0,0,,,,2026-01-30,4,30.333333333333332,31.666666666666668,35.5,27.0,29.833333333333332,30.866666666666667,48.0,7.0,/kansas-statistics-for-each-scratcher-game
46,262,30.0,250000.0,3.03,Available,2024-04-21,,,https://www.kslottery.com/InstantGame/?gameid=262,2026-01-30,,,0,"$250,000 Dazzle",34122,34122,https://www.kslottery.com/TicketArt/Front/250000DazzleP1_262.jpg,1,1,103389.65999999999,103389.65999999999,103389.65999999999,69267.65999999999,69267.65999999999,103389.65999999999,0,3.03,0,4.91,4.90859136875089,0.0,0.3300330033003301,0.20372443433898518,0,0,0.049691340530879265,0.0391233301180649,32521.94170307627,20571.12114733994,6.0,0.38,0,0,0,1.0,0,0,,,,2026-01-30,649,20.0,21.333333333333332,33.5,27.0,29.166666666666668,26.2,22.5,1.0,/kansas-statistics-for-each-scratcher-game
47,331,30.0,300000.0,2.92,Available,2023-12-28,,,https://www.kslottery.com/InstantGame/?gameid=331,2026-01-30,,,0,Sapphire 7S,103318,103318,https://www.kslottery.com/TicketArt/Front/Sapphire%207sF_331.jpg,2,2,150844.28,301688.56,301688.56,198370.56,198370.56,150844.28,0,2.92,0,4.6,4.6022082894756915,0.0,0.3424657534246575,0.21728699291746428,0,0,0.05069356011251092,0.0414361659056614,98203.33233138043,63828.94075770088,6.0,0.38,0,0,0,1.0,0,0,,,,2026-01-30,764,27.666666666666668,30.0,33.0,27.0,29.0,29.333333333333336,42.0,2.0,/kansas-statistics-for-each-scratcher-game
48,380,30.0,300000.0,2.97,Available,2025-03-17,,,https://www.kslottery.com/InstantGame/?gameid=380,2026-01-30,,,0,Sizzling Riches,44619,44619,https://www.kslottery.com/TicketArt/Front/KS380SizzlingRichesF_380.jpg,1,1,132518.43000000002,132518.43000000002,132518.43000000002,87899.43000000002,87899.43000000002,132518.43000000002,0,2.97,0,4.74,4.735845543563721,0.0,0.33670033670033667,0.21115553512066204,0,0,0.05285252761494817,0.044387002901546055,42357.676498157656,27216.72862367842,6.0,0.35,0,0,0,1.0,0,0,,,,2026-01-30,319,21.0,23.666666666666668,31.0,27.0,28.333333333333332,26.2,22.5,1.0,/kansas-statistics-for-each-scratcher-game
49,440,30.0,300000.0,3.31,Available,2025-01-26,,,https://www.kslottery.com/InstantGame/?gameid=440,2026-01-30,,,0,Fiery Hot 7S,82325,82325,https://www.kslottery.com/TicketArt/Front/FieryHot7sF_440.jpg,3,3,90831.91666666667,272495.75,272495.75,190170.75,190170.75,90831.91666666667,0,3.31,0,3.31,3.31,0.0,0.3021148036253776,0.3021148036253776,0,0,0.04297155758518596,0.04297155758518596,79238.88084773347,79238.88084773347,4.0,0.48,0,0,0,1.0,0,0,,,,2026-01-30,369,24.333333333333332,30.666666666666668,38.5,27.0,30.833333333333332,30.26666666666667,46.0,3.0,/kansas-statistics-for-each-scratcher-game
50,481,30.0,300000.0,3.28,Available,2026-01-26,,,https://www.kslottery.com/InstantGame/?gameid=481,2026-01-30,,,0,300X,143162,143162,https://www.kslottery.com/TicketArt/Front/KS%20300XF_481.jpg,3,3,156523.78666666665,469571.36,469571.36,326409.36,326409.36,156523.78666666665,0,3.28,0,5.17,5.172858024147351,0.0,0.3048780487804878,0.1933167303900306,0,0,0.04253911463980507,0.03313847533675972,137800.49595002434,89064.30298791894,6.0,0.43,0,0,0,1.0,0,0,,,,2026-01-30,4,29.666666666666668,32.0,37.5,27.0,30.5,31.333333333333336,51.0,4.0,/kansas-statistics-for-each-scratcher-game
51,417,50.0,500000.0,2.94,Available,2024-11-17,,,https://www.kslottery.com/InstantGame/?gameid=417,2026-01-30,,,0,Fabulous Fortune,87651,87651,https://www.kslottery.com/TicketArt/Front/Fabulous%20FortuneF1_417.jpg,2,2,128846.97,257693.94,257693.94,170042.94,170042.94,128846.97,0,2.94,0,2.94,2.94,0.0,0.3401360544217687,0.3401360544217687,0,0,0.07844934898320644,0.07844934898320644,81154.54941941003,81154.54941941003,4.0,0.42,0,0,0,1.0,0,0,,,,2026-01-30,439,24.666666666666668,31.0,36.5,27.0,30.166666666666668,29.866666666666667,44.0,1.0,/kansas-statistics-for-each-scratcher-game
52,463,50.0,500000.0,3.24,Available,2025-11-14,,,https://www.kslottery.com/InstantGame/?gameid=463,2026-01-30,,,0,Platinum Payout,171326,171326,https://www.kslottery.com/TicketArt/Front/KS%20Platinum%20PayoutF_463.jpg,3,3,185032.08,555096.24,555096.24,383770.24,383770.24,185032.08,0,3.24,0,3.24,3.2399999999999998,0.0,0.30864197530864196,0.30864197530864196,0,0,0.09738771475213405,0.09738771475213405,157154.75682447842,157154.75682447842,5.0,0.44,0,0,0,1.0,0,0,,,,2026-01-30,77,30.0,34.666666666666664,38.0,27.0,30.666666666666668,32.06666666666666,53.0,2.0,/kansas-statistics-for-each-scratcher-game
