,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,Prize Probability,Percent Tix Remaining,Starting Expected Value,Expected Value,dateexported
9,1729,CASH PARTY,15,11072.0,2681.0,0.0049066258665749155,0.24214234104046242,0.05008116930845739,0.04906625866574915,9/24/2023 12:25:03 AM
10,1729,CASH PARTY,10,154700.0,37264.0,0.06819862226484433,0.2408791208791209,0.3498716082016961,0.3409931113242216,9/24/2023 12:25:03 AM
11,1729,CASH PARTY,5,408858.0,104001.0,0.19033718640419908,0.25436948769499435,0.0,0.0,9/24/2023 12:25:03 AM
12,1729,CASH PARTY,0,1542892.8900000001,381327.87,0.6978863075672945,0.24715122642116782,-3.4894273866015686,-3.489431537836473,9/24/2023 12:25:03 AM
13,1729,CASH PARTY,Total,2210811.89,546404.87,1.000001592228461,0.24715122642116782,,,9/24/2023 12:25:03 AM
0,1730,MONEY MULTIPLIER,50000,4.0,2.0,1.0246479053635195e-05,0.5,0.09133149982234247,0.5122727202864916,9/24/2023 12:25:03 AM
1,1730,MONEY MULTIPLIER,1000,6.0,0.0,0.0,0.0,0.002726517921489071,0.0,9/24/2023 12:25:03 AM
2,1730,MONEY MULTIPLIER,500,8.0,0.0,0.0,0.0,0.0018085445509374747,0.0,9/24/2023 12:25:03 AM
3,1730,MONEY MULTIPLIER,200,71.0,11.0,5.635563479499357e-05,0.15492957746478872,0.006323055380739731,0.010989348785023747,9/24/2023 12:25:03 AM
4,1730,MONEY MULTIPLIER,105,153.0,11.0,5.635563479499357e-05,0.0718954248366013,0.006987558492258425,0.0056355634794993574,9/24/2023 12:25:03 AM
5,1730,MONEY MULTIPLIER,100,297.0,12.0,6.147887432181117e-05,0.04040404040404041,0.012885879925429505,0.005840493060572061,9/24/2023 12:25:03 AM
6,1730,MONEY MULTIPLIER,90,252.0,14.0,7.172535337544636e-05,0.05555555555555555,0.009782581889161795,0.006096655036912941,9/24/2023 12:25:03 AM
7,1730,MONEY MULTIPLIER,75,107.0,8.0,4.098591621454078e-05,0.07476635514018691,0.0034207067390206276,0.0028690141350178546,9/24/2023 12:25:03 AM
8,1730,MONEY MULTIPLIER,70,439.0,20.0,0.00010246479053635194,0.04555808656036447,0.013032024939646676,0.006660211384862876,9/24/2023 12:25:03 AM
9,1730,MONEY MULTIPLIER,60,365.0,26.0,0.00013320422769725753,0.07123287671232877,0.009168316126280253,0.007326232523349164,9/24/2023 12:25:03 AM
10,1730,MONEY MULTIPLIER,50,44762.0,2800.0,0.014345070675089272,0.0625530583977481,0.9199326271484458,0.6455281803790173,9/24/2023 12:25:03 AM
11,1730,MONEY MULTIPLIER,45,1105.0,65.0,0.00033301056924314384,0.058823529411764705,0.02018628008874656,0.013320422769725754,9/24/2023 12:25:03 AM
12,1730,MONEY MULTIPLIER,40,1083.0,65.0,0.00033301056924314384,0.06001846722068329,0.01731133363719318,0.011655369923510035,9/24/2023 12:25:03 AM
13,1730,MONEY MULTIPLIER,35,3159.0,284.0,0.0014550000256161977,0.08990186767964546,0.04328175936675365,0.04365000076848593,9/24/2023 12:25:03 AM
14,1730,MONEY MULTIPLIER,30,9081.0,581.0,0.002976602165081024,0.06397973791432661,0.10368303703954046,0.0744150541270256,9/24/2023 12:25:03 AM
15,1730,MONEY MULTIPLIER,25,6620.0,443.0,0.0022695951103801956,0.06691842900302115,0.06046749963235395,0.04539190220760391,9/24/2023 12:25:03 AM
16,1730,MONEY MULTIPLIER,20,21942.0,1516.0,0.007766831122655478,0.06909124054325039,0.15031471415405329,0.11650246683983217,9/24/2023 12:25:03 AM
17,1730,MONEY MULTIPLIER,15,10967.0,943.0,0.004831214873788995,0.08598522841251026,0.050086636591240616,0.04831214873788994,9/24/2023 12:25:03 AM
